C�digo �nico;Nombre del establecimiento;UBIGEO;Direcci�n;C�digo UE;NORTE;ESTE;Capacidad
666;VICSO;120213;CARRETERA CARRETERA CENTRAL - HACIA ACO DISTRITO ORCOTUNA PROVINCIA CONCEPCION DEPARTAMENTO JUNIN ;1224;-75.35008023;-11.97205332;3521
667;HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION DE HUANCAYO;120101;AV. DANIEL A.CARRION N� 1552-1556;824;-75.221612;-12.073004;3707
668;HOSPITAL REGIONAL HERMILIO VALDIZAN;100101;JIR�N JR. HERMILIO VALDIZAN N� 950 JR. HERMILIO VALDIZAN N� 950 HUANUCO HUANUCO HUANUCO ;812;-76.236176;-9.927955;3231
669;PERU-COREA;100102;OTROS URB.MARIA LUISA S/N-HUANUCO N�MERO S/N DISTRITO AMARILIS PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.22713844;-9.91845739;3808
670;CARLOS SHOWING FERRARI;100102;AVENIDA AV. MICAELA BASTIDAS S/N PAUCARBAMBA S/N AV. MICAELA BASTIDAS S/N PAUCARBAMBA AMARILIS HUANUCO HUANUCO ;1247;-76.2420515;-9.94318605;2364
671;POTRACANCHA;100111;JIR�NSAN DIEGO CUDRA 2 S/N-CAYHUAYNA N�MERO S/N DISTRITO PILLCO MARCA PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.24915061;-9.95841525;3907
672;HUANCACHUPAC;100107;OTROS HUANCACHUPAC S/N N�MERO S/N DISTRITO SAN FRANCISCO DE CAYRAN PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.25864333;-9.98782;2728
673;CAYRAN;100107;JIR�N JR. SAN PEDRO N� 300 SAN FRANCISCO DE CAYRAN DISTRITO SAN FRANCISCO DE CAYRAN PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.28439167;-9.98085667;3391
674;MALCONGA;100102;MALCONGA S/N;1247;-76.16899555;-9.92585493;2439
675;PAUCAR;100102;CENTRO POBLADO DE PAUCAR S/N;1247;-76.17314634;-9.94107853;3146
676;PUESTO DE SALUD DE LLICUA;100102;OTROS LLICUA S/N-AMARILIS-HUANUCO N�MERO S/N DISTRITO AMARILIS PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.23141486;-9.9278268;2001
677;SANTA MARIA DEL VALLE;100109;JR.LEONCIO PRADO N� 504 EL VALLE;1247;-76.17067737;-9.86328144;3062
678;CHURUBAMBA;100104;JIR�N JR. SANTA CRUZ S/N-CHURUBAMBA N�MERO S/N DISTRITO CHURUBAMBA PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.13338426;-9.82561424;3517
679;TAMBOGAN;100104;JIR�N JR. AMERICA S/N -TAMBOGAN N�MERO S/N DISTRITO CHURUBAMBA PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.22962711;-9.7740321;3276
680;UTAO;100104;AVENIDA AV.4 DE AGOSTO S/N -UTAO N�MERO S/N DISTRITO CHURUBAMBA PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.21313518;-9.76506033;3166
681;TAMBO DE SAN JOSE;100109;OTROS CENTRO POBLADO TAMBO DE SAN JOSE DISTRITO SANTA MARIA DEL VALLE PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.27420339;-9.80341663;2491
682;POMACUCHO;100109;PLAZA PLAZA DE ARMAS - POMACUCHO S/N N�MERO S/N DISTRITO SANTA MARIA DEL VALLE PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.24874239;-9.82919103;3517
683;SANTIAGO DE LLACON;100109;SANTIAGO DE LLACON S/N;1247;-76.30608;-9.80666667;2905
684;PACHABAMBA;100109;PACHABAMBA S/N;1247;-76.19737;-9.85352667;3763
685;SANTA CRUZ DE RATACOCHA;100109;OTROS CPM. SANTA CRUZ DE RATACOCHA S/N S/N CPM. SANTA CRUZ DE RATACOCHA S/N SANTA MARIA DEL VALLE HUANUCO HUANUCO ;1247;-76.22901841;-9.82631802;3210
686;ACOMAYO;100103;JR. IGUARIZO MZ 6  LT 02;1247;-76.06979889;-9.80266248;2220
687;SANTO TORIBIO DE MOGROVEJO DE ARAYPAGUA - CHINCHAO;100103;OTROS CASERIO STO. TORIBIO DE MOGROVEJO NS/N N�MERO S/N DISTRITO CHINCHAO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.06620886;-9.65749035;2466
688;PILLAO;100113;PLAZA PLAZA PRINCIPAL S/N C.P. SAN PEDRO DE PILLAO N�MERO S/N DISTRITO SAN PABLO DE PILLAO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO;1247;-75.99541144;-9.79552539;2041
689;PANAO;100801;JR.GRAU S/N-PANAO;1247;-75.99533086;-9.89662647;2034
690;HUACACHI;100802;HUACACHI S/N;1247;-75.82908502;-9.85210232;2313
691;HUARAPATAY;100801;OTROS C.P. HUARAPATAY S/N N�MERO S/N DISTRITO PANAO PROVINCIA PACHITEA DEPARTAMENTO HUANUCO ;1247;-75.89536211;-10.11796114;3601
692;MOLINOS;100803;AVENIDA AV. JR: PROCERES  N� 150-MOLINOS DISTRITO MOLINO PROVINCIA PACHITEA DEPARTAMENTO HUANUCO ;1247;-76.01804711;-9.9093868;3881
693;TAMBILLO-UMARI;100804;CARRETERA HU�NUCO - PANAO KM. 35  TAMBILLO;1247;-76.0417201;-9.86567017;3394
694;HUARICHACA;100803;OTROS HUARICHACA S/N N�MERO S/N DISTRITO MOLINO PROVINCIA PACHITEA DEPARTAMENTO HUANUCO ;1247;-76.03514472;-9.94443711;2587
695;APARICIO POMARES;100101;JR. JUNIN N� 321 - 323;1247;-76.25011678;-9.93234122;3561
696;COLPA BAJA;100101;CARRETERA CARRETERA HUANUCO - AEROPUERTO KM 3.5 DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.22580488;-9.88877386;3769
697;LAS MORAS;100101;JIR�N JR. RAYMONDI MZ M-10 LAS MORAS DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.2382847;-9.9153027;2513
698;NAUYAN RONDOS;100101;NAUYAN RONDOS S/N;1247;-76.26378273;-9.8965197;3598
699;SAN JUAN DE LIBERTAD;100108;SAN JUAN DE LA LIBERTAD S/N;1247;-76.36060833;-10.11447;3666
700;HUANCAPALLAC;100106;JR.SAN FELIPE CASTA�ON S/N HUANCAPALLAC;1247;-76.38890175;-9.90571942;2780
701;JACAS CHICO;101105;CARRERA A LA UNION KM 49 - JACAS CHICO DISTRITO JACAS CHICO PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO;1455;-76.50227265;-9.88494946;3884
702;PAMPAS;100106;SANTA ANA DE PAMPAS CARETERA HAUNUCO-LA UNION KM 42;1247;-76.47428441;-9.90232679;3452
703;YARUMAYO;100110;JR. CENTRAL S/N YARUMAYO;1247;-76.46884065;-10.00441271;3334
704;CHAULAN;100108;PASAJE PASAJE LAZARTE S/N CHAULAN N�MERO S/N DISTRITO SAN PEDRO DE CHAULAN PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.48523076;-10.05809053;3197
705;CHULLAY;100110;JR.29 DE DICIEMBRE-CHULLAY S/N;1247;-76.43393717;-9.97242585;2689
706;SAN JOSE DE COZO TINGO;100108;OTROS SAN JOSE DE COZO TINGO S/N N�MERO S/N DISTRITO SAN PEDRO DE CHAULAN PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.38773581;-9.95641795;2574
707;MARGOS;100105;JR.INDEPENDENCIA S/N - MARGOS;1247;-76.524225;-10.00156167;3793
708;JESUS DE NAZARETH DE COCHAS;100105;CENTRO POBLADO MENOR DE COCHAS;1247;-76.499655;-10.03560833;2523
709;SAN FRANCISCO DE LLAMAPASHILLUM;100105;OTROS CENTRO POBLADO MENOR LLAMAPASHILLUM S/N N�MERO S/N DISTRITO MARGOS PROVINCIA HUANUCO DEPARTAMENTO HUANUCO ;1247;-76.51384167;-10.09048667;3121
710;C.S. JESUS;101001;JIR�N JR.PROGRESO S/N N�MERO S/N DISTRITO JESUS PROVINCIA LAURICOCHA DEPARTAMENTO HUANUCO ;1455;-76.63043667;-10.07761833;2671
711;SAN MIGUEL DE CAURI;101007;JIR�N JR. CHACRACOCHAS S/N N�MERO S/N DISTRITO SAN MIGUEL DE CAURI PROVINCIA LAURICOCHA DEPARTAMENTO HUANUCO ;1455;-76.62246333;-10.14036333;3309
712;HUARIN;101006;OTROS CENTRO POBLADO DE HUARIN S/N N�MERO S/N DISTRITO SAN FRANCISCO DE ASIS PROVINCIA LAURICOCHA DEPARTAMENTO HUANUCO ;1455;-76.67816419;-9.97664733;3360
713;CARAMARCA;101006;OTROS CENTRO POBLADO  - CARAMARCA S/N N�MERO S/N DISTRITO SAN FRANCISCO DE ASIS PROVINCIA LAURICOCHA DEPARTAMENTO HUANUCO ;1455;-76.61902947;-9.94755147;2194
714;RONDOS;101005;JIR�N AYACUCHO S/N - RONDOS N�MERO S/N DISTRITO RONDOS PROVINCIA LAURICOCHA DEPARTAMENTO HUANUCO;1455;-76.68784167;-9.99122667;3930
715;BA�OS;101002;PROLONGACION LIBERTAD S/N BA�OS;1455;-76.73042167;-10.067075;2388
716;AMBO;100201;JR.MARISCAL CASTILLO N� 316- MALECON HUERTAS S/N AMBO;1247;-76.20662872;-10.12777892;3466
717;COCHAPATA;100201;CENTRO POBLADO MAYOR DE COCHAPATA S/N;1247;-75.97321322;-10.13988297;3863
718;CHAUCHA;100201;PASAJE PASAJE CHAUCHA S/N N�MERO S/N DISTRITO AMBO PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.20133697;-10.21683465;2316
719;CONCHAMARCA;100204;JIR�N JR. ORGON S/N- CONCHAMARCA N�MERO S/N DISTRITO CONCHAMARCA PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.21761261;-10.03489044;3597
720;�AUZA;100204;JIR�N JR.28 DE JULIO S/N-�AUZA N�MERO S/N DISTRITO CONCHAMARCA PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.75615;-9.94455;3162
721;�AUZA;100204;JIR�N JR.28 DE JULIO S/N-�AUZA N�MERO S/N DISTRITO CONCHAMARCA PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.166667;-10.05;3794
722;SACSAHUANCA;100201;OTROS SACSAHUANCA DISTRITO AMBO PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.14500066;-10.19963519;3409
723;TOMAYKICHWA;100208;JIR�N JR.LOPEZ ALBUJAR S/N-TOMAYQUICHUA N�MERO S/N DISTRITO TOMAY-KICHWA PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.21619792;-10.07699007;3845
724;MARAYPATA;100201;OTROS MARAYPATA S/N N�MERO S/N DISTRITO AMBO PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.10940072;-10.17068789;2248
725;ASOCIACION COMUNIDAD LOCAL DE ADMINISTRACION DE SALUD HUACAR;100205;PROLONGACI�N PROLONGACION SAN MIGUEL S/N N�MERO S/N DISTRITO HUACAR PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.23560287;-10.16225398;3211
726;ANGASMARCA;100205;OTROS ANGASMARCA S/N N�MERO S/N DISTRITO HUACAR PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.23206868;-10.23944358;2327
727;CAYNA;100202;DIST. CAYNA S/N N�MERO S/N DISTRITO CAYNA PROVINCIA AMBO DEPARTAMENTO HUANUCO;1247;-76.38821426;-10.27190885;3811
728;COLPAS;100203;JIR�N JR. LEONCIO PRADO S/N COLPAS N�MERO S/N DISTRITO COLPAS PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.41375814;-10.26934577;2547
729;MOSCATUNA;100205;OTROS MOSCATUNA S/N N�MERO S/N DISTRITO HUACAR PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.29019948;-10.2233163;2465
730;SAN JUAN DE UTCUSH;100202;PLAZA PLAZA DE UTCUSH S/N N�MERO S/N DISTRITO CAYNA PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.327979;-10.22952659;2586
731;YAPAC;100203;OTROS BARRIO YAMOR S/N CENTRO POBLADO  DE YAPAC N�MERO S/N DISTRITO COLPAS PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.41810741;-10.30466988;2903
732;SAN PEDRO DE ACOBAMBA;100205;CALLE CALLE LEONCIO SOTIL S/N N�MERO S/N DISTRITO HUACAR PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.26785631;-10.26651234;2972
733;SAN RAFAEL;100207;JR.PROGRESO S/N-SAN RAFAEL;1247;-76.18315399;-10.33877446;2369
734;AYANCOCHA ALTA;100207;CPM AYANCOCHA ALTA S/N;1247;-76.12538199;-10.2474888;3310
735;COCHACALLA;100207;COCHACALLA S/N;1247;-76.20876207;-10.35857564;3906
736;CHACOS;100207;CPM CHACOS PLAZA DE ARMAS S/N;1247;-76.16996664;-10.35885651;2581
737;MATIHUACA;100207;OTROS CPM. MATIHUACA S/N N�MERO S/N DISTRITO SAN RAFAEL PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.16798219;-10.33883146;3378
738;TRES DE MAYO DE RODEO;100206;OTROS CENTRO POBLADO TRES DE MAYO DE RODEO S/N N�MERO S/N DISTRITO SAN FRANCISCO PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.26358702;-10.35865087;3362
739;SAN FRANCISCO DE MOSCA;100206;CALLE CALLE SAN FRANCISCO DE MOSCA S/N N�MERO S/N DISTRITO SAN FRANCISCO PROVINCIA AMBO DEPARTAMENTO HUANUCO ;1247;-76.29029059;-10.34327096;2844
740;STO. DOMINGO DE RONDOS;100207;JR SANTO DOMINGO DE RONDOS S/N;1247;-76.17804492;-10.29684325;3986
741;LA UNION;100301;JR.DOS DE MAYO N� 185-LA UNION;1455;-76.800955;-9.82463333;2144
742;SILLAPATA;100322;JR.PORVENIR S/N - SILLAPATA;1455;-76.77382833;-9.75703333;2262
743;VISTA ALEGRE;100317;CENTRO POBLADO DE VISTA ALEGRE;1455;-76.84041333;-9.81457167;3647
744;RACUAY;100317;JR. SAN ANTINIO  S/N- RACUAY;1455;-76.834595;-9.777205;2935
745;PACHAS;100313;AVENIDA AV CARREERA CENTRAL S/N- PACHAS N�MERO S/N DISTRITO PACHAS PROVINCIA DOS DE MAYO DEPARTAMENTO HUANUCO ;1455;-76.77089273;-9.70617423;3238
746;SHUNQUI;100321;JIR�N JR.SAN MARTIN S/N SHUNQUI N�MERO S/N DISTRITO SHUNQUI PROVINCIA DOS DE MAYO DEPARTAMENTO HUANUCO ;1455;-76.78403333;-9.73147333;3572
747;YANAS;100323;JR.LOS DESAMPARADOS S/N YANAS;1455;-76.74718167;-9.71367167;3935
748;ACLAS MARIAS;100311;JIR�N JR. HUAMALIES S/N -MARIAS N�MERO S/N DISTRITO MARIAS PROVINCIA DOS DE MAYO DEPARTAMENTO HUANUCO ;1455;-76.70673511;-9.607069;3238
749;HUANCAN;100307;JR. HUANUCO S/N- HUANCAN;1455;-76.71077846;-9.63339458;3321
750;CHUQUIS;100307;JR SANCHEZ CERRO S/N;1455;-76.70598539;-9.67816582;2504
751;PATAY RONDOS;100311;OTROS CENTRO POBLADO DE PATAY RONDOS S/N N�MERO S/N DISTRITO MARIAS PROVINCIA DOS DE MAYO DEPARTAMENTO HUANUCO ;1455;-76.37773167;-9.56310667;2724
752;TINGO CHICO;100307;CERRETERA CENTRAL-TINGO CHICO;1455;-76.72025801;-9.64897085;2051
753;PICHGAS;100313;OTROS CENTRO POBLADO MENOR DE PICHGAS S/N N�MERO S/N DISTRITO PACHAS PROVINCIA DOS DE MAYO DEPARTAMENTO HUANUCO ;1455;-76.73338976;-9.63755149;2108
754;CLAS CHAVINILLO;101101;JIR�N JR. CHAVINILLO N� 550 DISTRITO CHAVINILLO PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.61101413;-9.86145291;3244
755;RAIN CONDOR;101101;RAIN CONDOR S/N S/N RAIN CONDOR S/N HUANUCO HUANUCO HUANUCO ;1455;-76.63976833;-9.81415667;3471
756;CAHUAC;101102;JR.MARA�ON S/N CAHUAC;1455;-76.63158667;-9.85326333;2135
757;AYAPITEG;101101;OTROS CENTRO POBLDO AYAPITEG S/N N�MERO S/N DISTRITO CHAVINILLO PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.552243;-9.86512941;3842
758;CHORAS;101108;JIR�N JR. SAN ANTONIO S/N CHORAS N�MERO S/N DISTRITO CHORAS PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.60776589;-9.91212655;2251
759;OBAS;101106;JIR�N JR.MARTEL DIAZ S/N  OBAS N�MERO S/N DISTRITO OBAS PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.66505333;-9.79534833;3864
760;CHUPAN;101104;JIR�N JR.CANCIO JACINTO TORRES MZ E LT.9 DISTRITO APARICIO POMARES PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.64836333;-9.74379;3223
761;PAMPAMARCA;101107;JIR�N JR. HUANUCO S/N-PAMPAMARCA N�MERO S/N DISTRITO PAMPAMARCA PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.70440167;-9.70446333;3378
762;RAHUA;101104;JIR�N JR.LEONCIO PRADO S/N CENTRO POBLADO RAHUA N�MERO S/N DISTRITO APARICIO POMARES PROVINCIA YAROWILCA DEPARTAMENTO HUANUCO ;1455;-76.65815167;-9.70679333;3506
763;SAN PEDRO DE CHOCOBAMBA;100701;CENTRO POBLADO CHOCOBAMBA;1110;-77.11480833;-8.64325167;3934
764;PUESTO DE SALUD CHINCHIL;100701;OTROS CENTRO POBLADO DE CHINCHIL DISTRITO HUACRACHUCO PROVINCIA MARA�ON DEPARTAMENTO HUANUCO ;1110;-77.14875345;-8.6050174;3718
765;HUACHUMAY;100701;OTROS CENTRO POBLADO DE HUACHUMAY DISTRITO HUACRACHUCO PROVINCIA MARA�ON DEPARTAMENTO HUANUCO ;1110;-77.1487722;-8.6049359;3363
766;HUAYCHAO;100701;OTROS CENTRO POBLADO DE HUAYCHAO DISTRITO HUACRACHUCO PROVINCIA MARA�ON DEPARTAMENTO HUANUCO ;1110;-76.2432653;-9.9298454;3464
767;SANPEDRO DE CHOLON;100702;JIR�N JR. COMERCIO S/N - SAN PEDRO DE CHOLON N�MERO S/N DISTRITO CHOLON PROVINCIA MARA�ON DEPARTAMENTO HUANUCO ;1110;-76.87612333;-8.656125;3798
768;CENTRO DE SALUD DE HUACAYBAMBA;100401;AVENIDA 28 DE JULIO S/N HUACAYBAMBA N�MERO S/N DISTRITO HUACAYBAMBA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-76.95746658;-9.03602288;3102
769;CANCHABAMBA;100402;AVENIDA AV. MARA�ON S/N- CANCHABAMBA N�MERO S/N DISTRITO CANCHABAMBA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-77.12443643;-8.88624121;2297
770;COCHABAMBA;100403;OTROS CENTRO POBLADO DE COCHABAMBA DISTRITO COCHABAMBA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-76.83772009;-9.09538875;2717
771;PUESTO DE SALUD DE RONDOBAMBA;100401;AVENIDA AV.MARA�ON S/N RONDOBAMBA N�MERO S/N DISTRITO HUACAYBAMBA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-76.98063995;-9.02139277;3925
772;SANTA ANA PIRUSHTO;100403;OTROS SANT ANA DE PIRUSHTO DISTRITO COCHABAMBA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-76.87874428;-9.0633176;2995
773;PINRA;100404;OTROS PINRA DISTRITO PINRA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-77.01698433;-8.92467948;2471
774;CAJAN;100404;OTROS CENTRO POBLADO DE CAJAN DISTRITO PINRA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-77.02829973;-8.96793127;2547
775;HUARACILLO;100404;OTROS CENTRO POBLADO MENOR DE HUARACILLO DISTRITO PINRA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-77.08856351;-8.93550642;3116
776;VILLA FLORES DE RAJIN;100402;OTROS VILLA FLORES S/N N�MERO S/N DISTRITO CANCHABAMBA PROVINCIA HUACAYBAMBA DEPARTAMENTO HUANUCO ;1454;-77.14199645;-8.86215497;3148
777;PAMPAS DEL CARMEN;100501;OTROS PAMPAS DEL CARMEN DISTRITO LLATA PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.79748533;-9.57828529;3185
778;EL PORVENIR;100501;OTROS SECTOR OGSHASU-EL PORVENIR DISTRITO LLATA PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.85404316;-9.58204755;3051
779;LIBERTAD;100501;JIR�N JR LOBERTAD S/N- LIBERTAD N�MERO S/N DISTRITO LLATA PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.86178183;-9.59192773;2564
780;ISHANCA;100501;OTROS CASERIO DE ISHANCA DISTRITO LLATA PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.89032101;-9.63851788;3472
781;PU�OS;100509;DISTRITO DE PU�OS S/N;1454;-76.88179697;-9.49977679;3665
782;POQUE;100509;OTROS CENTRO POBLADO MENOR DE POQUE DISTRITO PU�OS PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.90610546;-9.53642081;3723
783;ILLAHUASI;100509;OTROS CENTRO POBLADO DE ILLAHUASI DISTRITO PU�OS PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.9774594;-9.45830437;2568
784;MIRAFLORES;100506;JIR�N JR.SUCRE S/N N�MERO S/N DISTRITO MIRAFLORES PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.81921171;-9.49669732;3392
785;JACAS GRANDE;100504;JIR�N JR.SANTO ESPIRITU S/N JACAS GRANDE N�MERO S/N DISTRITO JACAS GRANDE PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.73712551;-9.53873862;3624
786;ANDAS;100504;JIR�N JR. BOLIVAR N� 02  ANDAS DISTRITO JACAS GRANDE PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.77588909;-9.52212438;3238
787;SAN JUAN DE PAMPAS;100503;CENTRO POBLADO DE SAN JUAN PAMPAS;1454;-76.75512732;-9.38117266;3269
788;SINGA;100510;JIR�N JR. HERMILIO VALDIZAN S/N-SINGA N�MERO S/N DISTRITO SINGA PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.81611385;-9.39130731;3503
789;PUNCHAO;100508;JIR�N JR. LIMA  S/N - PUNCHAO N�MERO S/N DISTRITO PUNCHAO PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.81791942;-9.46033282;2713
790;BELLAS FLORES;100510;OTROS CENTRO POBLADO DE BELLAS FLORES S/N N�MERO S/N DISTRITO SINGA PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.81139236;-9.36869897;2450
791;TANTAMAYO;100511;OTROS BARRIO HATUN RAGRA S/N-TANTAMAYO N�MERO S/N DISTRITO TANTAMAYO PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.72074292;-9.38974188;2833
792;JIRCAN;100505;OTROS JIRCAN S/N N�MERO S/N DISTRITO JIRCAN PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.71883729;-9.24798562;2801
793;ARANCAY;100502;AVENIDA AV. CENTENARIO S/N N�MERO S/N DISTRITO ARANCAY PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.75284526;-9.17126854;3401
794;CARHUAPATA;100504;CALLE CALLE HUAMASH-CARHUAPATA DISTRITO JACAS GRANDE PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO ;1454;-76.68555917;-9.539332;2061
795;PUERTO INCA;100901;AV.LA MARINA S/N-PUERTO INCA;1110;-74.96451833;-9.37667667;2277
796;PUERTO SUNGARO;100901;CENTRO POBLADO DE PUERTO SUNGARO;1110;-75.03469833;-9.36808167;2847
797;NAVIDAD;100901;CASERIO NAVIDAD S/N;1110;-75.03057;-9.38587667;3524
798;NUEVO PORVENIR;100901;CARRETERA FERNANDO BELAUNDE KM.41;1110;-75.00217667;-9.17926667;3045
799;MACUYA;100904;CASERIO DE MACUYA KM 12;1110;-75.03984833;-8.93643333;2830
800;TOURNAVISTA;100904;DISTRITO  DE TOORNAVISTA S/N;1110;-74.702805;-8.93433833;2553
801;NUEVA HONORIA;100903;JIR�N JR. SARGENTO LORES S/N HONORIA N�MERO S/N DISTRITO HONORIA PROVINCIA PUERTO INCA DEPARTAMENTO HUANUCO ;1110;-74.70781167;-8.76785667;3580
802;ANTIGUA HONORIA;100903;OTROS ANTIGUA HONORIA S/N N�MERO S/N DISTRITO HONORIA PROVINCIA PUERTO INCA DEPARTAMENTO HUANUCO ;1110;-74.62677333;-8.71985667;2018
803;SEMUYA;100903;CARRETERA CARRETERA TORNAVISTA KM.31 DISTRITO HONORIA PROVINCIA PUERTO INCA DEPARTAMENTO HUANUCO ;1110;-74.795805;-8.75517667;3264
804;PRINCIPE DE PAZ;100904;PRINCIPE DE PAZ S/N;1110;-74.68354167;-8.99579;3008
805;PROGRESO;100904;DISTRITO DE PROGRESO S/N;1110;-74.78056667;-9.03863333;3703
806;SHEBONYA;100901;CASERIO DE CHEBONYA S/N;1110;-74.90700833;-9.158295;3419
807;NUEVA JERUSALEN;100901;CASERIO NUEVA JERUSALEM;1110;-74.85887833;-9.163255;3688
808;CLEYTON;100901;COMUNIDAD NATIVA DE CLEYTON;1110;-74.94295667;-9.20498833;2173
809;PUERTO SIRA;100901;CENTRO POBLADO MENOR DE PUERTO SIRA;1110;-74.88489833;-9.25974;2442
810;SE�OR DE LOS MILAGROS;100903;CARRETERA CARRETERA TOURNAVISTA KM.21 DISTRITO HONORIA PROVINCIA PUERTO INCA DEPARTAMENTO HUANUCO ;1110;-74.80006;-8.66094;2409
811;UNION PORVENIR;100903;CARRETERA A HONORIO KM.25;1110;-74.79886;-8.69373667;3791
812;YUYAPICHIS;100905;JR.19 DE NOVIEMBRE S/N YUYAPICHIS;1110;-74.97513;-9.62807667;2097
813;DANTAS;100905;CARRETERA BERNANDO BELAUNDE KM.112;1110;-75.02193;-9.66803667;3736
814;STA. ROSA DE YANAYACU;100905;CARRERA FERNANDO BERAUNDE KM.92;1110;-75.01366;-9.55897;3427
815;CODO DEL POZUZO;100902;JR.FERNANDO BERALUNDE TERRY S/N;1110;-75.463665;-9.66940167;2090
816;SANTA MARTHA;100902;COMUNIDAD NATIVA DE SANTA MARTHA;1110;-75.06725053;-6.59800571;3614
817;CHORROPAMPA;100902;OTROS CHORROPAMPA DISTRITO CODO DEL POZUZO PROVINCIA PUERTO INCA DEPARTAMENTO HUANUCO ;1110;-75.39462;-9.85061;2888
818;HOSPITAL DE TINGO MARIA;100605;HOSPITAL MAPRESA-TINGO MARIA;811;-75.98777333;-9.27106333;4000
819;NARANJILLO;100605;JR.BELLA DURMIENTE S/N;1110;-75.994995;-9.248955;3849
